Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Class
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1495000,2017,28000,Petrol,Automatic,Mumbai,Grey,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50,First
Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,11874,Petrol,Automatic,Pune,White,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37,First
Hyundai,Creta E Plus 1.6 Petrol,875000,2017,50000,Petrol,Manual,Mumbai,Silver,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60,First
BMW,5-Series 520d Modern Line,2250000,2014,88000,Diesel,Automatic,Bangalore,Black,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,,Third
Ford,Endeavour Trend 2.2 4x2 AT,2350000,2016,75000,Diesel,Automatic,Mohali,White,Individual,2198 cc,158 bhp @ 3200 rpm,385 Nm @ 1600 rpm,RWD,4892,1860,1837,7,80,Second
BMW,3-Series 320d Prestige,2690000,2019,15500,Diesel,Automatic,Delhi,Blue,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,First
Maruti Suzuki,Ciaz VDi+ SHVS,695000,2016,82445,Diesel,Manual,Hyderabad,Grey,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43,Second
Honda,City V,600000,2014,75574,Petrol,Manual,Jaipur,Others,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,Second
Maruti Suzuki,Wagon R LXI CNG,375000,2015,64000,CNG,Manual,Mumbai,Silver,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,First
Hyundai,i10 Sportz 1.2 Kappa2,315000,2012,75000,Petrol,Manual,Pune,White,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,First
Ford,Ecosport Trend 1.5 Ti-VCT,775000,2019,14095,Petrol,Manual,Delhi,White,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52,First
Audi,A6 35 TDI Matrix,3075000,2017,17000,Diesel,Automatic,Delhi,White,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,First
Renault,Duster 110 PS RxZ Diesel,415000,2014,70000,Diesel,Manual,Delhi,White,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,First
Maruti Suzuki,Ertiga ZDI + SHVS,765000,2017,68000,Diesel,Manual,Delhi,Grey,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,First
Maruti Suzuki,Swift VXi [2014-2017],520000,2018,40000,Petrol,Manual,Patna,Grey,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,Second
Jaguar,XJ 3.0 V6 Portfolio,3900000,2015,39000,Diesel,Automatic,Delhi,Black,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252,1899,1457,5,83,First
Hyundai,Creta 1.6 SX,850000,2016,72000,Diesel,Manual,Ahmedabad,Red,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Maruti Suzuki,Ertiga VDI SHVS,969999,2016,39000,Diesel,Manual,Hyderabad,Blue,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,First
Maruti Suzuki,Baleno Delta 1.3,575000,2016,62000,Diesel,Manual,Ludhiana,Blue,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37,First
Ford,Endeavour Sport 2.0 4x4 AT,3900000,2021,41086,Diesel,Automatic,Pune,White,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80,Second
BMW,3-Series 320d Luxury Line,1395000,2013,65000,Diesel,Automatic,Kolkata,Black,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,Second
Skoda,Kushaq Style 1.0L TSI AT,1625000,2021,7900,Petrol,Automatic,Pune,Silver,Individual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,FWD,4225,1760,1612,5,50,First
Kia,Sonet GTX Plus 1.5 AT [2020-2021],1499000,2021,22000,Diesel,Automatic,Mumbai,Red,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45,First
Volkswagen,Tiguan Highline TDI,2050000,2018,73000,Diesel,Automatic,Coimbatore,White,Individual,1968 cc,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD,4486,1839,1672,5,71,Second
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1300000,2016,55000,Petrol,Automatic,Hyderabad,Grey,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670,1814,1476,5,50,Second
Skoda,Superb L&K TDI AT,3199000,2019,6900,Diesel,Automatic,Delhi,Grey,Individual,1968 cc,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,FWD,4861,1864,1483,5,66,First
Maruti Suzuki,Swift LXi,450000,2017,65000,Petrol,Manual,Kanpur,Grey,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
Honda,Mobilio RS Diesel,675000,2015,48000,Diesel,Manual,Mumbai,White,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4386,1683,1603,7,42,First
Maruti Suzuki,Alto 800 Lxi,280000,2018,48000,Petrol,Manual,Kanpur,Silver,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,Second
Maruti Suzuki,Wagon R LXI ABS,425000,2018,18000,Petrol,Manual,Delhi,Grey,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,First
Rolls-Royce,Ghost Extended Wheelbase,20000000,2011,27000,Petrol,Automatic,Delhi,Blue,Individual,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD,5569,1948,1550,5,82.5,Third
Mercedes-Benz,C-Class 220 BlueEfficiency,1250000,2012,78000,Diesel,Automatic,Mohali,White,Individual,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596,1770,1447,5,66,First
Hyundai,Santa Fe 2WD AT [2014-2017],1175000,2014,87938,Diesel,Automatic,Bangalore,White,Individual,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD,4690,1880,1690,7,64,Second
Hyundai,Santro Sportz CNG [2018-2020],545000,2019,43000,CNG,Manual,Mumbai,Silver,Individual,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60,First
Mercedes-Benz,C-Class 220 CDI Elegance AT,495000,2008,95200,Diesel,Automatic,Mumbai,Grey,Corporate,2148 cc,170@3700,410@2000,RWD,4581,1770,1447,5,66,First
Maruti Suzuki,Swift DZire VXI,500000,2016,26000,Petrol,Manual,Delhi,White,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Maruti Suzuki,Celerio VXi AMT,390000,2015,70000,Petrol,Automatic,Ahmedabad,White,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],575000,2019,31000,CNG,Manual,Delhi,Grey,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60,First
BMW,3-Series 320d Luxury Line [2014-2016],2100000,2014,103000,Diesel,Automatic,Lucknow,Black,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,,Second
Hyundai,i10 Magna 1.2 Kappa2,250000,2012,54556,Petrol,Manual,Lucknow,White,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35,First
Maruti Suzuki,DZire VXi,685000,2019,74000,Petrol,Manual,Pune,Blue,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37,First
Renault,Kwid RXT [2015-2019],320000,2016,64000,Petrol,Manual,Mohali,Silver,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,First
Maruti Suzuki,S-Cross Delta 1.6,620000,2016,85000,Diesel,Manual,Karnal,White,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48,Second
Maruti Suzuki,Swift VXi [2014-2017],600000,2018,54000,Petrol,Manual,Mohali,White,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],1750000,2019,57000,Petrol,Automatic,Hyderabad,Silver,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395,1818,1640,5,60,First
Land Rover,Discovery Sport SE,4950000,2018,38000,Diesel,Automatic,Thane,White,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2173,1690,7,65,First
Hyundai,Creta 1.6 SX Plus AT,1015000,2015,68566,Diesel,Automatic,Ahmedabad,White,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Toyota,Corolla Altis 1.8 G,390000,2009,68195,Petrol,Manual,Ahmedabad,White,Individual,1794 cc,132@6000,170@4200,FWD,4540,1760,1480,5,55,First
Maruti Suzuki,Ciaz Delta 1.4 MT,755000,2017,57000,Petrol,Manual,Delhi,White,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,First
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1825000,2021,45000,Petrol,Automatic,Delhi,White,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,First
Maruti Suzuki,Celerio VXi AMT,416000,2014,60116,Petrol,Automatic,Bangalore,Grey,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Maruti Suzuki,Swift DZire ZDi BS-IV,325000,2010,82202,Diesel,Manual,Jalandhar,White,Individual,1248 cc,75@4000,190@2000,FWD,4160,1690,1530,5,43,Second
Maruti Suzuki,Wagon R LXi Minor,218000,2008,51000,Petrol,Manual,Coimbatore,Gold,Individual,1061 cc,67@6200,84@3500,FWD,3520,1475,1690,5,35,Second
Mercedes-Benz,CLA 200 CDI Sport,2800000,2018,24000,Diesel,Automatic,Mumbai,Red,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4630,1777,1432,5,,First
Maruti Suzuki,Ciaz VDi (O) SHVS,650000,2017,86000,Diesel,Manual,Lucknow,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43,First
Honda,WR-V S MT Diesel,790000,2018,41000,Diesel,Manual,Raipur,Silver,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3999,1734,1601,5,40,First
Honda,City SV Diesel,540000,2015,76000,Diesel,Manual,Agra,Red,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40,First
Maruti Suzuki,Swift VDi,375000,2011,120000,Diesel,Manual,Hyderabad,Silver,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42,First
BMW,X1 sDrive20i xLine,3990000,2021,12500,Petrol,Automatic,Delhi,White,Individual,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD,4447,1821,1598,5,51,First
Porsche,718 Boxster,10900000,2018,6300,Petrol,Automatic,Hyderabad,Grey,Corporate,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 2150 rpm,RWD,4379,1801,1281,2,54,First
Maruti Suzuki,Swift DZire VXi,245000,2009,114000,Petrol,Manual,Mumbai,Gold,Individual,1298 cc,87@6000,113@4500,FWD,4160,1690,1530,5,43,First
Maruti Suzuki,Celerio LXi,260000,2015,25862,Petrol,Manual,Kolkata,Blue,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Skoda,Kodiaq Style 2.0 TDI 4x4 AT,3200000,2018,35000,Diesel,Automatic,Pune,White,Individual,,,,,4697,1882,1665,7,63,First
Ford,Figo Duratorq Diesel Titanium 1.4,240000,2010,72000,Diesel,Manual,Hyderabad,White,Individual,1399 cc,69@4000,160@2000,FWD,3795,1680,1427,5,45,First
Hyundai,Creta 1.6 SX Plus Special Edition,800000,2015,90000,Diesel,Manual,Lucknow,Silver,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Honda,City V,745000,2016,38000,Petrol,Manual,Gurgaon,Silver,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7390000,2021,7000,Diesel,Automatic,Mumbai,Grey,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,First
BMW,X5 xDrive 30d M Sport,5900000,2017,83985,Diesel,Automatic,Pune,White,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,Second
Honda,Amaze 1.2 S MT Petrol [2018-2020],675000,2019,74237,Petrol,Manual,Nashik,White,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35,First
BMW,X1 sDrive20d xLine,2650000,2018,53000,Diesel,Automatic,Delhi,Blue,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,Second
Maruti Suzuki,Alto 800 Lxi,340000,2016,52303,Petrol,Manual,Bhopal,Grey,Commercial Registration,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Maruti Suzuki,Baleno Alpha 1.2,620000,2019,42356,Petrol,Manual,Varanasi,Red,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
Maruti Suzuki,SX4 ZDI,297000,2013,84000,Diesel,Manual,Delhi,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1735,1560,5,50,First
Toyota,Etios Liva GD,500000,2016,114000,Diesel,Manual,Ambala Cantt,Grey,Individual,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775,1695,1510,5,45,First
Hyundai,Verna SX Plus 1.6 VTVT AT,1149000,2019,26894,Petrol,Automatic,Hyderabad,Black,Individual,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45,First
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2650000,2017,70000,Diesel,Automatic,Pune,Brown,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD,4686,1810,1442,5,66,Second
Toyota,Fortuner 3.0 4x2 MT,1375000,2012,98352,Diesel,Manual,Patna,White,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,First
Hyundai,i10 Magna,235000,2009,107000,Petrol,Manual,Coimbatore,Grey,Individual,1086 cc,67@5500,99@2800,FWD,3565,1595,1550,5,35,Third
BMW,5-Series 525d Luxury Plus,2280000,2014,68000,Diesel,Automatic,Pune,Blue,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,,First
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3090000,2017,52000,Diesel,Automatic,Mumbai,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,First
Lexus,ES 300h,4375000,2017,31059,Petrol,Automatic,Bangalore,Brown,Individual,2494 cc,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD,4915,1820,1450,5,65,First
Maruti Suzuki,S-Cross Alpha 1.6,749000,2017,114000,Diesel,Manual,Faridabad,Grey,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48,First
BMW,X5 xDrive 30d Expedition,4800000,2017,35000,Diesel,Automatic,Delhi,Black,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,,First
Mahindra,TUV300 T10,785000,2017,44000,Diesel,Manual,Mumbai,White,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995,1835,1839,7,60,First
Hyundai,i20 Active 1.4 S,750000,2017,72000,Diesel,Manual,Chennai,Maroon,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45,First
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],4150000,2019,8000,Diesel,Automatic,Delhi,Blue,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,First
Maruti Suzuki,Alto VXi,320000,2014,54000,Petrol,Manual,Mohali,White,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35,First
Mercedes-Benz,GLA 200 CDI Style,1750000,2015,99000,Diesel,Automatic,Chennai,White,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50,Second
Mahindra,TUV300 T10,944999,2019,88000,Diesel,Manual,Hyderabad,White,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995,1795,1817,7,60,First
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,27500000,2020,11000,Diesel,Automatic,Hyderabad,White,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5199,2220,1840,4,105,Second
Ford,Endeavour Sport 2.0 4x4 AT,4100000,2021,19000,Diesel,Automatic,Hyderabad,White,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80,First
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,1750000,2021,33000,Petrol,Automatic,Ahmedabad,Black,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4655,1835,1760,5,60,First
Maruti Suzuki,Ertiga VDi 1.3 Diesel,811000,2018,44153,Diesel,Manual,Patna,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4395,1735,1690,7,45,First
Land Rover,Discovery Sport HSE Luxury 7-Seater,6900000,2020,32368,Diesel,Automatic,Chennai,White,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600,2069,1724,7,65,First
Hyundai,Verna 1.6 CRDI SX,725000,2016,42000,Diesel,Manual,Ludhiana,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,First
Jaguar,XF Portfolio Diesel,4600000,2020,56000,Diesel,Automatic,Chennai,Blue,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,5067,2091,1457,5,66,First
Tata,Nexon EV XZ Plus,1485000,2020,10000,Electric,Automatic,Mumbai,Blue,Individual,,,,FWD,3993,1811,1606,5,,First
Land Rover,Range Rover 3.0 V6 Diesel Vogue,19300000,2019,63000,Diesel,Automatic,Bangalore,Black,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999,2220,1835,5,105,First
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],650000,2017,49422,Petrol,Automatic,Pune,Silver,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
MG,Hector Plus Smart 1.5 DCT Petrol,1925000,2021,19000,Petrol,Automatic,Mumbai,Silver,Corporate,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720,1835,1760,6,60,First
Honda,City SV CVT,590000,2015,75258,Petrol,Automatic,Mumbai,White,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Hyundai,Santro Sportz CNG [2018-2020],495000,2019,46000,CNG,Manual,Agra,Silver,Individual,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60,First
Maruti Suzuki,Baleno Zeta 1.3,695000,2016,68921,Diesel,Manual,Hyderabad,Red,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37,First
Hyundai,Verna 1.6 CRDI SX,799000,2018,79800,Diesel,Manual,Karnal,Grey,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,First
Volkswagen,Polo Highline1.2L (P),325000,2013,53000,Petrol,Manual,Meerut,Red,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45,Second
Mahindra,Scorpio S5 2WD 7 STR,1190000,2018,59000,Diesel,Manual,Patna,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,First
Jaguar,XJ 3.0 Portfolio,5800000,2017,30000,Diesel,Automatic,Pune,White,Individual,2993 cc,225 bhp @ 4000 rpm,689 Nm @ 1800 rpm,RWD,5255,2105,1460,5,77,First
Maruti Suzuki,Alto LXi BS-III,140000,2009,65000,Petrol,Manual,Yamunanagar,Silver,Individual,796 cc,47@6200,62@3000,,3495,1475,1460,5,35,Third
Maruti Suzuki,Baleno Zeta 1.2,750000,2021,58000,Petrol,Manual,Varanasi,White,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
Mercedes-Benz,M-Class ML 350 CDI,2600000,2014,94000,Diesel,Automatic,Mumbai,White,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70,First
Maruti Suzuki,Alto 800 Lx CNG,299000,2017,45000,CNG,Manual,Pune,Silver,Individual,796 cc,48 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Toyota,Fortuner 2.8 4x4 AT [2016-2020],3470000,2018,62152,Diesel,Automatic,Mumbai,Silver,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80,First
Hyundai,Venue SX Plus 1.0 Turbo DCT,1075000,2019,28000,Petrol,Automatic,Chennai,Blue,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,First
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,650000,2019,15000,Petrol,Automatic,Chandigarh,Silver,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Honda,Amaze 1.2 S i-VTEC,425000,2014,53610,Petrol,Manual,Gurgaon,White,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35,Second
Nissan,Terrano XL D Plus,445000,2014,75000,Diesel,Manual,Delhi,White,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50,First
Maruti Suzuki,XL6 Zeta MT Petrol,1225000,2022,16000,Petrol,Manual,Delhi,Grey,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45,First
Audi,A3 35 TDI Premium + Sunroof,1350000,2015,60000,Diesel,Automatic,Delhi,Black,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,First
Volkswagen,Polo Trendline 1.2L (P),345000,2011,101923,Petrol,Manual,Bangalore,White,Individual,,,,,,,,,,Second
Mercedes-Benz,C-Class 220 BlueEfficiency,1450000,2014,45000,Diesel,Automatic,Ranchi,White,Individual,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596,1770,1447,5,66,First
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2749000,2017,120000,Diesel,Automatic,Faridabad,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80,First
Hyundai,Santro GLS,141000,2009,56400,Petrol,Manual,Jamshedpur,Silver,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35,Third
Hyundai,Creta 1.6 S Plus AT,1375000,2017,70000,Diesel,Automatic,Bangalore,White,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Toyota,Innova 2.4 G 7 STR [2016-2017],1825000,2016,82567,Diesel,Manual,Bangalore,White,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,First
Audi,A8 3.0 TDI quattro,4900000,2015,32000,Diesel,Automatic,Hyderabad,Blue,Individual,2967 cc,247 bhp @ 4000 rpm,580 Nm @ 1750 rpm,AWD,5265,1949,1471,4,90,First
Honda,Jazz V Diesel,525000,2015,68244,Diesel,Manual,Indore,Silver,Individual,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3955,1694,1544,5,40,Second
Audi,Q7 3.0 TDI quattro Premium,3300000,2014,25000,Diesel,Automatic,Chennai,Brown,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,6,100,Second
Hyundai,Eon Magna +,405000,2018,34000,Petrol,Manual,Hyderabad,Red,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32,First
Audi,Q3 35 TDI quattro Premium Plus,2550000,2017,36000,Diesel,Automatic,Delhi,Blue,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,First
Honda,City SV,875000,2019,36000,Petrol,Manual,Pune,Bronze,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
